batch_index,seed,products_final,mode,num_enzymes,gox_count,hrp_count,num_substrate,dt,total_time
125,174109,3101.00000000012,MSE,20,10,10,9000,0.0015,50
126,512589,4002.99999999994,MSE,20,10,10,9000,0.0015,50
127,703665,3615.00000000003,MSE,20,10,10,9000,0.0015,50
128,408991,3870.99999999998,MSE,20,10,10,9000,0.0015,50
129,97602,3095.00000000013,MSE,20,10,10,9000,0.0015,50
130,473975,3969.99999999997,MSE,20,10,10,9000,0.0015,50
131,319722,3818.99999999999,MSE,20,10,10,9000,0.0015,50
132,561640,3890.99999999997,MSE,20,10,10,9000,0.0015,50
133,868841,3852.99999999998,MSE,20,10,10,9000,0.0015,50
134,68812,3838.99999999998,MSE,20,10,10,9000,0.0015,50
135,55907,3439.00000000007,MSE,20,10,10,9000,0.0015,50
136,672270,3769.99999999999,MSE,20,10,10,9000,0.0015,50
137,312929,4019.99999999994,MSE,20,10,10,9000,0.0015,50
138,897301,3868.99999999998,MSE,20,10,10,9000,0.0015,50
139,732320,3647.00000000003,MSE,20,10,10,9000,0.0015,50
140,880344,3242.00000000011,MSE,20,10,10,9000,0.0015,50
141,679112,3334.00000000009,MSE,20,10,10,9000,0.0015,50
142,402573,3627.00000000003,MSE,20,10,10,9000,0.0015,50
143,327086,3709,MSE,20,10,10,9000,0.0015,50
144,927181,3294.00000000009,MSE,20,10,10,9000,0.0015,50
145,483601,3574.00000000003,MSE,20,10,10,9000,0.0015,50
146,780742,3544.00000000005,MSE,20,10,10,9000,0.0015,50
147,272859,3911.99999999996,MSE,20,10,10,9000,0.0015,50
148,967113,3569.00000000004,MSE,20,10,10,9000,0.0015,50
149,908377,3486.00000000006,MSE,20,10,10,9000,0.0015,50
150,947191,3766,MSE,20,10,10,9000,0.0015,50
151,282890,3559.00000000004,MSE,20,10,10,9000,0.0015,50
152,815126,3724,MSE,20,10,10,9000,0.0015,50
153,951063,3999.99999999995,MSE,20,10,10,9000,0.0015,50
154,439095,3041.00000000013,MSE,20,10,10,9000,0.0015,50
155,522056,2045.00000000002,MSE,20,10,10,9000,0.0015,50
156,723531,3946.99999999997,MSE,20,10,10,9000,0.0015,50
157,633616,3436.00000000007,MSE,20,10,10,9000,0.0015,50
158,424910,3996.99999999995,MSE,20,10,10,9000,0.0015,50
159,615060,3912.99999999996,MSE,20,10,10,9000,0.0015,50
160,656901,4005.99999999994,MSE,20,10,10,9000,0.0015,50
161,505704,3646.00000000003,MSE,20,10,10,9000,0.0015,50
162,880942,3777,MSE,20,10,10,9000,0.0015,50
163,598783,3731,MSE,20,10,10,9000,0.0015,50
164,473651,3586.00000000003,MSE,20,10,10,9000,0.0015,50
165,984505,3154.00000000012,MSE,20,10,10,9000,0.0015,50
166,390923,3863.99999999998,MSE,20,10,10,9000,0.0015,50
167,543507,3597.00000000003,MSE,20,10,10,9000,0.0015,50
168,266015,3469.00000000007,MSE,20,10,10,9000,0.0015,50
169,219151,3808.99999999999,MSE,20,10,10,9000,0.0015,50
170,739416,3565.00000000004,MSE,20,10,10,9000,0.0015,50
171,454925,3648.00000000003,MSE,20,10,10,9000,0.0015,50
172,954512,3401.00000000008,MSE,20,10,10,9000,0.0015,50
173,720637,2822.0000000001,MSE,20,10,10,9000,0.0015,50
174,52169,3695.00000000002,MSE,20,10,10,9000,0.0015,50
175,889820,3758,MSE,20,10,10,9000,0.0015,50
176,716683,3701.00000000002,MSE,20,10,10,9000,0.0015,50
177,754975,3438.00000000007,MSE,20,10,10,9000,0.0015,50
178,564388,3877.99999999997,MSE,20,10,10,9000,0.0015,50
179,59782,3724.00000000001,MSE,20,10,10,9000,0.0015,50
180,361480,3597.00000000004,MSE,20,10,10,9000,0.0015,50
181,318751,4106.99999999993,MSE,20,10,10,9000,0.0015,50
182,909489,3684.00000000002,MSE,20,10,10,9000,0.0015,50
183,704831,3919.99999999998,MSE,20,10,10,9000,0.0015,50
184,547289,3476.00000000005,MSE,20,10,10,9000,0.0015,50
185,679370,3795.99999999999,MSE,20,10,10,9000,0.0015,50
186,371091,3581.00000000003,MSE,20,10,10,9000,0.0015,50
187,390400,3632.00000000004,MSE,20,10,10,9000,0.0015,50
188,302772,3958.99999999997,MSE,20,10,10,9000,0.0015,50
189,388456,3862.99999999997,MSE,20,10,10,9000,0.0015,50
190,583420,3853.99999999998,MSE,20,10,10,9000,0.0015,50
191,138578,3969.99999999996,MSE,20,10,10,9000,0.0015,50
192,439134,4054.99999999994,MSE,20,10,10,9000,0.0015,50
193,137954,3699.00000000002,MSE,20,10,10,9000,0.0015,50
194,990089,3326.00000000009,MSE,20,10,10,9000,0.0015,50
195,996515,3540.00000000004,MSE,20,10,10,9000,0.0015,50
196,422036,3751,MSE,20,10,10,9000,0.0015,50
197,721535,3980.99999999995,MSE,20,10,10,9000,0.0015,50
198,975882,4075.99999999994,MSE,20,10,10,9000,0.0015,50
199,959950,4116.99999999994,MSE,20,10,10,9000,0.0015,50
200,670990,3962.99999999996,MSE,20,10,10,9000,0.0015,50
