batch_index,seed,products_final,mode,num_enzymes,gox_count,hrp_count,num_substrate,dt,total_time
60,74893,1795.99999999999,MSE,6,3,3,9000,0.0015,50
61,721813,1070.99999999999,MSE,6,3,3,9000,0.0015,50
62,801377,2172.00000000003,MSE,6,3,3,9000,0.0015,50
63,146423,1881,MSE,6,3,3,9000,0.0015,50
64,467427,426.999999999999,MSE,6,3,3,9000,0.0015,50
65,802037,2213.00000000004,MSE,6,3,3,9000,0.0015,50
66,784849,889.000000000003,MSE,6,3,3,9000,0.0015,50
67,413389,2159.00000000003,MSE,6,3,3,9000,0.0015,50
68,890342,1976.00000000001,MSE,6,3,3,9000,0.0015,50
69,906370,1410.99999999997,MSE,6,3,3,9000,0.0015,50
70,959506,1806.99999999999,MSE,6,3,3,9000,0.0015,50
71,282929,1665.99999999997,MSE,6,3,3,9000,0.0015,50
72,104640,1539.99999999997,MSE,6,3,3,9000,0.0015,50
73,881432,2491.00000000007,MSE,6,3,3,9000,0.0015,50
74,122552,1540.99999999997,MSE,6,3,3,9000,0.0015,50
75,903695,1609.99999999997,MSE,6,3,3,9000,0.0015,50
76,668746,2079.00000000002,MSE,6,3,3,9000,0.0015,50
77,750783,1316.99999999998,MSE,6,3,3,9000,0.0015,50
78,525080,1783.99999999999,MSE,6,3,3,9000,0.0015,50
79,863092,1383.99999999998,MSE,6,3,3,9000,0.0015,50
80,307244,1692.99999999998,MSE,6,3,3,9000,0.0015,50
81,560335,1557.99999999997,MSE,6,3,3,9000,0.0015,50
82,752755,812.000000000007,MSE,6,3,3,9000,0.0015,50
83,820141,1892,MSE,6,3,3,9000,0.0015,50
84,471422,2256.00000000004,MSE,6,3,3,9000,0.0015,50
85,708015,1784.99999999999,MSE,6,3,3,9000,0.0015,50
86,25935,1788.99999999999,MSE,6,3,3,9000,0.0015,50
87,28341,2125.00000000003,MSE,6,3,3,9000,0.0015,50
88,43547,1755.99999999998,MSE,6,3,3,9000,0.0015,50
89,171495,1663.99999999998,MSE,6,3,3,9000,0.0015,50
90,843796,1931,MSE,6,3,3,9000,0.0015,50
91,425610,1920,MSE,6,3,3,9000,0.0015,50
92,215732,1467.99999999997,MSE,6,3,3,9000,0.0015,50
93,115898,1152.99999999999,MSE,6,3,3,9000,0.0015,50
94,762351,2125.00000000003,MSE,6,3,3,9000,0.0015,50
95,420230,1800.99999999999,MSE,6,3,3,9000,0.0015,50
96,130559,1639.99999999997,MSE,6,3,3,9000,0.0015,50
97,299174,2186.00000000003,MSE,6,3,3,9000,0.0015,50
98,615039,808.000000000008,MSE,6,3,3,9000,0.0015,50
99,219807,1384.99999999998,MSE,6,3,3,9000,0.0015,50
100,930097,599.000000000004,MSE,6,3,3,9000,0.0015,50
101,558282,1393.99999999997,MSE,6,3,3,9000,0.0015,50
102,119072,1965.00000000001,MSE,6,3,3,9000,0.0015,50
103,842849,1019,MSE,6,3,3,9000,0.0015,50
104,903506,1705.99999999998,MSE,6,3,3,9000,0.0015,50
105,779281,1452.99999999997,MSE,6,3,3,9000,0.0015,50
106,872604,1605.99999999997,MSE,6,3,3,9000,0.0015,50
107,28861,650.000000000005,MSE,6,3,3,9000,0.0015,50
108,136853,1668.99999999998,MSE,6,3,3,9000,0.0015,50
109,244953,1622.99999999997,MSE,6,3,3,9000,0.0015,50
110,485320,2065.00000000002,MSE,6,3,3,9000,0.0015,50
111,642006,1392.99999999997,MSE,6,3,3,9000,0.0015,50
112,671823,2337.00000000005,MSE,6,3,3,9000,0.0015,50
113,678054,1451.99999999997,MSE,6,3,3,9000,0.0015,50
114,694108,2476.00000000006,MSE,6,3,3,9000,0.0015,50
115,861839,2483.00000000007,MSE,6,3,3,9000,0.0015,50
116,530403,2069.00000000002,MSE,6,3,3,9000,0.0015,50
117,617219,1702.99999999998,MSE,6,3,3,9000,0.0015,50
118,889236,1697.99999999998,MSE,6,3,3,9000,0.0015,50
119,591576,1040.99999999999,MSE,6,3,3,9000,0.0015,50
120,973992,1519.99999999997,MSE,6,3,3,9000,0.0015,50
121,406609,1787.99999999999,MSE,6,3,3,9000,0.0015,50
122,816486,2126.00000000003,MSE,6,3,3,9000,0.0015,50
123,804373,971.999999999998,MSE,6,3,3,9000,0.0015,50
124,229110,1892,MSE,6,3,3,9000,0.0015,50
125,729369,1603.99999999997,MSE,6,3,3,9000,0.0015,50
126,101380,1596.99999999997,MSE,6,3,3,9000,0.0015,50
127,175171,830.000000000006,MSE,6,3,3,9000,0.0015,50
128,819796,941,MSE,6,3,3,9000,0.0015,50
129,23798,1343.99999999998,MSE,6,3,3,9000,0.0015,50
130,680515,1747.99999999998,MSE,6,3,3,9000,0.0015,50
131,729776,2111.00000000003,MSE,6,3,3,9000,0.0015,50
132,112458,1761.99999999999,MSE,6,3,3,9000,0.0015,50
133,723794,1896,MSE,6,3,3,9000,0.0015,50
134,468291,1462.99999999997,MSE,6,3,3,9000,0.0015,50
135,738296,1996.00000000001,MSE,6,3,3,9000,0.0015,50
136,500923,2443.00000000006,MSE,6,3,3,9000,0.0015,50
137,375289,2090.00000000002,MSE,6,3,3,9000,0.0015,50
138,231547,1389.99999999998,MSE,6,3,3,9000,0.0015,50
139,636310,1352.99999999998,MSE,6,3,3,9000,0.0015,50
140,394338,1604.99999999997,MSE,6,3,3,9000,0.0015,50
141,417295,1979.00000000001,MSE,6,3,3,9000,0.0015,50
142,286012,542.000000000002,MSE,6,3,3,9000,0.0015,50
143,92009,1552.99999999997,MSE,6,3,3,9000,0.0015,50
144,377505,2112.00000000003,MSE,6,3,3,9000,0.0015,50
145,348488,1636.99999999997,MSE,6,3,3,9000,0.0015,50
146,997244,1840.99999999999,MSE,6,3,3,9000,0.0015,50
147,303822,1272.99999999998,MSE,6,3,3,9000,0.0015,50
148,477073,1796.99999999999,MSE,6,3,3,9000,0.0015,50
149,783936,1501.99999999997,MSE,6,3,3,9000,0.0015,50
150,538798,755.000000000008,MSE,6,3,3,9000,0.0015,50
151,88242,1657.99999999997,MSE,6,3,3,9000,0.0015,50
152,346650,1849.99999999999,MSE,6,3,3,9000,0.0015,50
153,176106,2020.00000000001,MSE,6,3,3,9000,0.0015,50
154,667785,1517.99999999997,MSE,6,3,3,9000,0.0015,50
155,829483,1986.00000000001,MSE,6,3,3,9000,0.0015,50
156,814042,446.999999999999,MSE,6,3,3,9000,0.0015,50
157,730932,2167.00000000003,MSE,6,3,3,9000,0.0015,50
158,308234,2500.00000000006,MSE,6,3,3,9000,0.0015,50
159,160739,1994.00000000001,MSE,6,3,3,9000,0.0015,50
160,380464,1932.00000000001,MSE,6,3,3,9000,0.0015,50
161,683377,1887,MSE,6,3,3,9000,0.0015,50
162,293243,757.000000000008,MSE,6,3,3,9000,0.0015,50
163,485030,1704.99999999998,MSE,6,3,3,9000,0.0015,50
164,617136,2624.00000000008,MSE,6,3,3,9000,0.0015,50
165,242138,893.000000000003,MSE,6,3,3,9000,0.0015,50
166,205608,1701.99999999998,MSE,6,3,3,9000,0.0015,50
167,151955,1864,MSE,6,3,3,9000,0.0015,50
168,656560,1725.99999999998,MSE,6,3,3,9000,0.0015,50
169,310655,1196.99999999999,MSE,6,3,3,9000,0.0015,50
170,937728,1936.00000000001,MSE,6,3,3,9000,0.0015,50
171,816545,1872,MSE,6,3,3,9000,0.0015,50
172,139544,656.000000000005,MSE,6,3,3,9000,0.0015,50
173,390863,942,MSE,6,3,3,9000,0.0015,50
174,359388,1276.99999999998,MSE,6,3,3,9000,0.0015,50
175,286566,1436.99999999997,MSE,6,3,3,9000,0.0015,50
176,784325,2462.00000000006,MSE,6,3,3,9000,0.0015,50
177,75284,2122.00000000002,MSE,6,3,3,9000,0.0015,50
178,223180,1435.99999999997,MSE,6,3,3,9000,0.0015,50
179,846661,2287.00000000004,MSE,6,3,3,9000,0.0015,50
180,124002,827.000000000006,MSE,6,3,3,9000,0.0015,50
181,416155,2285.00000000004,MSE,6,3,3,9000,0.0015,50
182,262983,1164.99999999999,MSE,6,3,3,9000,0.0015,50
183,943412,1153.99999999999,MSE,6,3,3,9000,0.0015,50
184,166963,1967.00000000001,MSE,6,3,3,9000,0.0015,50
185,443650,2285.00000000005,MSE,6,3,3,9000,0.0015,50
186,811098,1630.99999999997,MSE,6,3,3,9000,0.0015,50
187,475519,2337.00000000005,MSE,6,3,3,9000,0.0015,50
188,889512,1903,MSE,6,3,3,9000,0.0015,50
189,103815,1289.99999999998,MSE,6,3,3,9000,0.0015,50
190,418686,1487.99999999997,MSE,6,3,3,9000,0.0015,50
191,712668,1297.99999999998,MSE,6,3,3,9000,0.0015,50
192,654124,1682.99999999998,MSE,6,3,3,9000,0.0015,50
193,273811,1617.99999999997,MSE,6,3,3,9000,0.0015,50
194,334054,1737.99999999998,MSE,6,3,3,9000,0.0015,50
195,853074,2248.00000000004,MSE,6,3,3,9000,0.0015,50
196,123534,1964.00000000001,MSE,6,3,3,9000,0.0015,50
197,985062,713.000000000006,MSE,6,3,3,9000,0.0015,50
198,257354,2255.00000000004,MSE,6,3,3,9000,0.0015,50
199,965686,2135.00000000003,MSE,6,3,3,9000,0.0015,50
200,853914,1711.99999999998,MSE,6,3,3,9000,0.0015,50
