batch_index,seed,products_final,mode,num_enzymes,gox_count,hrp_count,num_substrate,dt,total_time
85,918021,4560.99999999985,MSE,100,50,50,9000,0.0015,50
86,292980,4458.99999999985,MSE,100,50,50,9000,0.0015,50
87,759628,4552.99999999984,MSE,100,50,50,9000,0.0015,50
88,756191,4524.99999999984,MSE,100,50,50,9000,0.0015,50
89,386641,4570.99999999985,MSE,100,50,50,9000,0.0015,50
90,572143,4436.99999999986,MSE,100,50,50,9000,0.0015,50
91,85095,4608.99999999982,MSE,100,50,50,9000,0.0015,50
92,63410,4465.99999999986,MSE,100,50,50,9000,0.0015,50
93,535489,4507.99999999986,MSE,100,50,50,9000,0.0015,50
94,781375,4595.99999999982,MSE,100,50,50,9000,0.0015,50
95,934670,4557.99999999984,MSE,100,50,50,9000,0.0015,50
96,138607,4614.99999999983,MSE,100,50,50,9000,0.0015,50
97,573135,4585.99999999983,MSE,100,50,50,9000,0.0015,50
98,474696,4657.99999999982,MSE,100,50,50,9000,0.0015,50
99,21783,4555.99999999984,MSE,100,50,50,9000,0.0015,50
100,343751,4528.99999999985,MSE,100,50,50,9000,0.0015,50
101,170560,4603.99999999983,MSE,100,50,50,9000,0.0015,50
102,796341,4503.99999999985,MSE,100,50,50,9000,0.0015,50
103,318102,4555.99999999984,MSE,100,50,50,9000,0.0015,50
104,533247,4648.99999999982,MSE,100,50,50,9000,0.0015,50
105,173992,4519.99999999983,MSE,100,50,50,9000,0.0015,50
106,605962,4541.99999999984,MSE,100,50,50,9000,0.0015,50
107,270341,4580.99999999984,MSE,100,50,50,9000,0.0015,50
108,657538,4578.99999999982,MSE,100,50,50,9000,0.0015,50
109,692322,4517.99999999985,MSE,100,50,50,9000,0.0015,50
110,750670,4561.99999999984,MSE,100,50,50,9000,0.0015,50
111,456036,4532.99999999985,MSE,100,50,50,9000,0.0015,50
112,92983,4459.99999999986,MSE,100,50,50,9000,0.0015,50
113,236687,4627.99999999983,MSE,100,50,50,9000,0.0015,50
114,914203,4423.99999999986,MSE,100,50,50,9000,0.0015,50
115,160854,4564.99999999983,MSE,100,50,50,9000,0.0015,50
116,827558,4502.99999999985,MSE,100,50,50,9000,0.0015,50
117,542959,4580.99999999984,MSE,100,50,50,9000,0.0015,50
118,996173,4552.99999999985,MSE,100,50,50,9000,0.0015,50
119,87393,4573.99999999984,MSE,100,50,50,9000,0.0015,50
120,448251,4446.99999999986,MSE,100,50,50,9000,0.0015,50
121,115586,4597.99999999984,MSE,100,50,50,9000,0.0015,50
122,962279,4649.99999999981,MSE,100,50,50,9000,0.0015,50
123,14587,4613.99999999982,MSE,100,50,50,9000,0.0015,50
124,777161,4697.99999999982,MSE,100,50,50,9000,0.0015,50
125,819130,4558.99999999983,MSE,100,50,50,9000,0.0015,50
126,870007,4533.99999999984,MSE,100,50,50,9000,0.0015,50
127,93591,4607.99999999983,MSE,100,50,50,9000,0.0015,50
128,405784,4505.99999999986,MSE,100,50,50,9000,0.0015,50
129,267271,4641.99999999982,MSE,100,50,50,9000,0.0015,50
130,802067,4576.99999999984,MSE,100,50,50,9000,0.0015,50
